content_type,content_id,genre,num_packets,pkt_size_mean,pkt_size_std,pkt_size_cv,inter_mean,inter_std,inter_cv,p95_inter,burst_mean,burst_max,num_silence_gaps,silence_ratio,flow_duration,pkt_rate
music,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,rap,54,129.833333333333,301.346960729224,2.32102922256142,1.10419166762874,3.26624214882017,2.95803911999667,4.66865649223327,4.7037037037037,17,9,0.968658450738983,58.5221583843231,0.922727416261282
music,spotify:track:7yNK27ZTpHew0c55VvIJgm,rap,26,66.4615384615385,15.069660731291,0.226742580447665,2.04405637741089,4.62456155166888,2.26244324900989,13.9255427837371,2.26923076923077,4,7,0.996028195993852,51.1014094352722,0.508792228772731
music,spotify:track:5nIu0VwPOsjkF61zfevLKh,rap,68,167.058823529412,374.441815253559,2.2413770631375,0.852423692817119,2.83953151293329,3.33112692298487,6.68476071357725,6.36764705882353,21,7,0.951814859995054,57.112387418747,1.19063487053037
music,spotify:track:3F18I7LhWKxlf1PytSoTBH,rap,39,65.4615384615385,14.0582052942285,0.214755192508779,1.46547176335987,3.43954053581958,2.34705343481595,8.72129086256027,2.92307692307692,9,7,0.955741553801622,55.6879270076752,0.700331330247305
music,spotify:track:1o0kWPueYo94LIjPYOE5Nf,rap,49,137.224489795918,320.997759881949,2.3392162751659,1.13355712095896,3.50936294163793,3.09588540070137,3.96869655847549,5.97959183673469,21,7,0.951773267574579,54.4107418060303,0.900557470337032
music,spotify:track:5DBmXF7QO43Cuy9yqva116,rap,56,186.071428571429,395.201072563198,2.12392131128014,0.857195069573142,2.43971353048904,2.84615907987426,5.62819724082945,5.69642857142857,17,7,0.931927827176981,47.1457288265228,1.18780643324144
music,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,rap,30,65.2,14.4346804606129,0.221390804610627,1.99365663528442,4.45495459273725,2.23456462556888,13.2406705856323,2.3,4,8,0.996877925513119,57.8160424232483,0.518887124448642
music,spotify:track:4iz9lGMjU1lXS51oPmUmTe,rap,32,64.6875,14.136472111174,0.218534834568873,1.45332849410272,2.46025103379794,1.69283891685952,6.41691935062408,2.125,4,9,0.953987819878172,45.0531833171845,0.710271675471029
music,spotify:track:22L7bfCiAkJo5xGSQgmiIO,rap,49,135.918367346939,315.686866083692,2.32262108680194,1.1630250364542,3.24369275525546,2.7890136958227,7.18348898887634,4.83673469387755,17,7,0.93595210927119,55.8252017498016,0.877739774584408
music,spotify:track:0m3Ze0cy8qBHSsV2exAfCw,rap,67,173.582089552239,340.905867396683,1.96394609764211,0.849069479740027,2.79228695502701,3.28864365243933,4.18603849411011,4.71641791044776,14,9,0.917187692198985,56.0385856628418,1.19560476424419
podcast,spotify:episode:5rIjNxwPxdCcgr9bSt0Pby,podcast,83,139.289156626506,219.681561988261,1.57716197950226,0.713776498306088,1.7634438723241,2.47058270552343,4.58964322805405,4,14,10,0.828035607999554,58.5296728610992,1.41808412626828
podcast,spotify:episode:3t8iUSntRaSqsNzAQOX72I,podcast,89,140.887640449438,220.809310085139,1.56727239792467,0.642663462595506,1.65676064175381,2.57795990931661,4.12973812818527,4.57303370786517,16,12,0.922497204353129,56.5543847084045,1.57370645015211
podcast,spotify:episode:3TxjF2mZy9S9I9GL5eZ8sq,podcast,84,132.535714285714,210.591878287555,1.58894437942644,0.67824000910104,1.71243216070579,2.52481737692752,3.68416142463684,4.36904761904762,16,11,0.854861386616777,56.2939207553864,1.49216822834218
